,name,description,services,website,employees,contact_person,address,telephone,revenue
0,Latitude Aeromedical Works Inc,"Latitude Aeromedical Works Inc is located in Mount Hope, ON, Canada and is part of the Other Ambulatory Health Care Services Industry. Latitude Aeromedical Works Inc has       90 total employees across all of its locations and generates $18.78 million in sales (USD). (Sales figure is estimated). ",                                                                                                                                       Other Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Ambulance services air                                                                                                                           ,"
                                                    www.latitude2009.com
                                            ",      90,"
                                        
                                        
                                            Peter Byl
                                        
                                        ","
                                            9300 Airport Rd Unit 520 Mount Hope, ON, L0R 1W0 Canada
                                            
                                            
                                            
                                        ",(289) 426-1133,$18.78 million
0,Denning Management Inc,"Denning Management Inc is located in Surrey, BC, Canada and is part of the Educational Support Services Industry. Denning Management Inc has       80 total employees across all of its locations and generates $18.74 million in sales (USD). (Sales figure is modelled). There are        6 companies in the Denning Management Inc corporate family.",                                                                                                                                       Educational Support Services                                                                                                                                                                                                                                                                                                                                                            Office Administrative Services                                                                                                                                                                                                                                                                                                                                                            Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                        Testing service educational or personnel                                                                                                                                                                                                                                                              Management services                                                                                                                           ,"
                                                    www.denninghealth.ca
                                            ",      80,"
                                        
                                        
                                            Tom Yearwood
                                        
                                        ","
                                            12975 84 Ave Suite 215 Surrey, BC, V3W 1B3 Canada
                                            
                                            ",(604) 572-4558,$18.74 million
0,London Children's Connection Inc,"London Children's Connection Inc is located in London, ON, Canada and is part of the Child Day Care Services Industry. London Children's Connection Inc has      300 total employees across all of its locations and generates $18.71 million in sales (USD). (Sales figure is modelled). There are       10 companies in the London Children's Connection Inc corporate family.",                                                                                                                                       Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Child day care services                                                                                                                           ,"
                                                    www.lcc.on.ca
                                            ",     300,"
                                        
                                        
                                            Marion Dunleavy
                                        
                                        ","
                                            346 Wonderland Rd S London, ON, N6K 1L3 Canada
                                            
                                            ",(519) 471-4300,$18.71 million
0,Dnaagdawenmag Binnoojiiyag Child And Family Services,"Dnaagdawenmag Binnoojiiyag Child And Family Services is located in Hiawatha, ON, Canada and is part of the Child Day Care Services Industry. Dnaagdawenmag Binnoojiiyag Child And Family Services has      300 total employees across all of its locations and generates $18.71 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Child day care services                                                                                                                           ,"
                                                    www.binnoojiiyag.ca
                                            ",     300,"
                                        
                                        
                                            Tina Howard
                                        
                                        ","
                                            517 Hiawatha Line Hiawatha, ON, K9J 0E6 Canada
                                            
                                            
                                            
                                        ",(705) 295-7135,$18.71 million
0,Shepherd Village Inc,"Shepherd Village Inc is located in Scarborough, ON, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Shepherd Village Inc has      290 total employees across all of its locations and generates $18.64 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Shepherd Village Inc corporate family.",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.shepherdvillage.org
                                            ",     290,"
                                        
                                        
                                            Wendy Beckles
                                        
                                        ","
                                            3760 Sheppard Ave E Scarborough, ON, M1T 3K9 Canada
                                            
                                            ",(416) 609-5700,$18.64 million
0,IW Resorts Limited Partnership,"IW Resorts Limited Partnership is located in Invermere, BC, Canada and is part of the Other Amusement and Recreation Industries Industry. IW Resorts Limited Partnership has      200 total employees across all of its locations and generates $18.54 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Other Amusement and Recreation Industries                                                                                                                                                                                                                                                                                                                                                            Traveler Accommodation                                                                                                                                                                                                                                                                                                                                                            Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Grocery Stores                                                                                                                                                                                                                                                                                                                                                            Beer Wine and Liquor Stores                                                                                                                                                                                                                     ,"
                                                    www.panoramaresort.com
                                            ",     200,"
                                        
                                        
                                            Nancy Jankinson
                                        
                                        ","
                                            2030 Panorama Dr Invermere, BC, V0A 1K0 Canada
                                            
                                            
                                            
                                        ",(250) 342-6941,$18.54 million
0,North York Medical Building Inc,"North York Medical Building Inc is located in North York, ON, Canada and is part of the Offices of Physicians Industry. North York Medical Building Inc has      100 total employees across all of its locations and generates $18.53 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Primary care medical clinic                                                                                                                           ,"
                                                    www.northyorkmedical.com
                                            ",     100,"
                                        
                                        
                                            Marcel Cohen
                                        
                                        ","
                                            1017 Wilson Ave Unit 304 North York, ON, M3K 1Z1 Canada
                                            
                                            
                                            
                                        ",(416) 633-2000,$18.53 million
0,Polyclinic Professional Centre Inc,"Polyclinic Professional Centre Inc is located in Charlottetown, PE, Canada and is part of the Offices of Physicians Industry. Polyclinic Professional Centre Inc has      100 total employees across all of its locations and generates $18.53 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Clinic operated by physicians                                                                                                                           ,"
                                                    www.polycliniconline.com
                                            ",     100,"
                                        
                                        
                                            Allen Profitt
                                        
                                        ","
                                            199 Grafton St Suite 307 Charlottetown, PE, C1A 1L2 Canada
                                            
                                            
                                            
                                        ",(902) 629-8810,$18.53 million
0,Cheshire Homes Of London Inc,"Cheshire Homes Of London Inc is located in London, ON, Canada and is part of the Nursing Care Facilities (Skilled Nursing Facilities) Industry. Cheshire Homes Of London Inc has      270 total employees across all of its locations and generates $18.45 million in sales (USD). (Sales figure is modelled). There are        9 companies in the Cheshire Homes Of London Inc corporate family.",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Extended care facility                                                                                                                           ,"
                                                    www.cheshirelondon.ca
                                            ",     270,"
                                        
                                        
                                            Grant Inglis
                                        
                                        ","
                                            1111 Elias St Suite 2 London, ON, N5W 5L1 Canada
                                            
                                            ",(519) 439-4246,$18.45 million
0,Community Options - A Society for Children and Families,"Community Options - A Society for Children and Families is located in Edmonton, AB, Canada and is part of the Individual and Family Services Industry. Community Options - A Society for Children and Families has      240 total employees across all of its locations and generates $18.43 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Family service agency                                                                                                                                                                                                                                                              Childrens' aid society                                                                                                                           ,"
                                                    www.communityoptions.ab.ca
                                            ",     240,"
                                        
                                        
                                            Rob Fragosso
                                        
                                        ","
                                            12122 68 St NW Edmonton, AB, T5B 1R1 Canada
                                            
                                            
                                            
                                        ",(780) 482-7764,$18.43 million
0,Calgary Handi-Bus Association,"Calgary Handi-Bus Association is located in Calgary, AB, Canada and is part of the Individual and Family Services Industry. Calgary Handi-Bus Association has      240 total employees across all of its locations and generates $18.43 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Urban Transit Systems                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Association for the handicapped                                                                                                                           ,"
                                                    www.calgaryhandibus.com
                                            ",     240,"
                                        
                                        
                                            George Penny
                                        
                                        ","
                                            231 37 Ave NE Calgary, AB, T2E 8J2 Canada
                                            
                                            
                                            
                                        ",(403) 276-8028,$18.43 million
0,"Children's Aid Society Of The Districts of Sudbury And Manitoulin, The","Children's Aid Society Of The Districts of Sudbury And Manitoulin, The is located in Sudbury, ON, Canada and is part of the Individual and Family Services Industry. Children's Aid Society Of The Districts of Sudbury And Manitoulin, The has      240 total employees across all of its locations and generates $18.43 million in sales (USD). (Sales figure is modelled). There are        3 companies in the Children's Aid Society Of The Districts of Sudbury",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Childrens' aid society                                                                                                                           ,"
                                                    www.casdsm.on.ca
                                            ",     240,"
                                        
                                        
                                            Colette Prevoft
                                        
                                        ","
                                            319 Lasalle Blvd Unit 3 Sudbury, ON, P3A 1W7 Canada
                                            
                                            ",(705) 566-3113,$18.43 million
0,Lookout The Emergency Aid Society,"Lookout The Emergency Aid Society is located in Vancouver, BC, Canada and is part of the Other Residential Care Facilities Industry. Lookout The Emergency Aid Society has      250 total employees across all of its locations and generates $18.40 million in sales (USD).  There are       13 companies in the Lookout The Emergency Aid Society corporate family.",                                                                                                                                       Other Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Destitute home                                                                                                                           ,"
                                                    www.lookoutsociety.ca
                                            ",     250,"
                                        
                                        
                                            Karen O'Shannacery
                                        
                                        ","
                                            429 Alexander St Vancouver, BC, V6A 1C6 Canada
                                            
                                            ",(604) 255-2347,$18.40 million
0,St Joseph's General Hospital,"St Joseph's General Hospital is located in Vegreville, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. St Joseph's General Hospital has      165 total employees across all of its locations and generates $18.33 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.covenanthealth.ca
                                            ",     165,"
                                        
                                        
                                            Eugene Rudyk
                                        
                                        ","
                                            5241 43rd St Vegreville, AB, T9C 1R5 Canada
                                            
                                            
                                            
                                        ",(780) 632-2811,$18.33 million
0,Idlewyld Manor,"Idlewyld Manor is located in Hamilton, ON, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Idlewyld Manor has      285 total employees across all of its locations and generates $18.32 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.idlewyldmanor.com
                                            ",     285,"
                                        
                                        
                                            Elizabeth Manganelli
                                        
                                        ","
                                            449 Sanatorium Rd Hamilton, ON, L9C 2A7 Canada
                                            
                                            
                                            
                                        ",(905) 574-2000,$18.32 million
0,St. Lawrence Lodge Foundation,"St. Lawrence Lodge Foundation is located in Brockville, ON, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. St. Lawrence Lodge Foundation has      250 total employees across all of its locations and generates $18.16 million in sales (USD). (Sales figure is modelled). There are       12 companies in the St. Lawrence Lodge Foundation corporate family.",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.stll.org
                                            ",     250,"
                                        
                                        
                                            Tom Harrington
                                        
                                        ","
                                            1803 Highway 2 E Brockville, ON, K6V 5T1 Canada
                                            
                                            ",(613) 345-0255,$18.16 million
0,Brampton Caledon Community Living,"Brampton Caledon Community Living is located in Brampton, ON, Canada and is part of the Individual and Family Services Industry. Brampton Caledon Community Living has      250 total employees across all of its locations and generates $18.16 million in sales (USD). (Sales figure is modelled). There are        8 companies in the Brampton Caledon Community Living corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Association for the handicapped                                                                                                                           ,"
                                                    www.bramptoncaledoncl.ca
                                            ",     250,"
                                        
                                        
                                            Kathy Bell
                                        
                                        ","
                                            34 Church St W Brampton, ON, L6X 1H3 Canada
                                            
                                            ",(905) 453-8841,$18.16 million
0,"E3 (Educate, Enable, Empower) Community Services Inc","E3 (Educate, Enable, Empower) Community Services Inc is located in Collingwood, ON, Canada and is part of the Child Day Care Services Industry. E3 (Educate, Enable, Empower) Community Services Inc has      250 total employees across all of its locations and generates $18.16 million in sales (USD). (Sales figure is modelled). There are        5 companies in the E3 (Educate, Enable, Empower) Community Services Inc corporate family.",                                                                                                                                       Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Child day care services                                                                                                                           ,"
                                                    www.e3.ca
                                            ",     250,"
                                        
                                        
                                            Gordon Anton
                                        
                                        ","
                                            100 Pretty River Pky N Collingwood, ON, L9Y 4X2 Canada
                                            
                                            ",(705) 445-6351,$18.16 million
