,name,description,services,website,employees,contact_person,address,telephone,revenue
0,HOPITAL DE MATTAWA HOSPITAL INC.,"HOPITAL DE MATTAWA HOSPITAL INC. is located in MATTAWA, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. HOPITAL DE MATTAWA HOSPITAL INC. has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.mattawahealth.ca
                                            ",     150,None,"
                                            217 TURCOTTE PARK RD-PO BOX 70 MATTAWA, ON, P0H 1V0 Canada
                                            
                                            
                                            
                                        ",(705) 744-6008,$16.66 million
0,THE DAWN LAND MEMORIAL CHILDREN'S HEALTH CARE FOUNDATION,"THE DAWN LAND MEMORIAL CHILDREN'S HEALTH CARE FOUNDATION is located in EDMONTON, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. THE DAWN LAND MEMORIAL CHILDREN'S HEALTH CARE FOUNDATION has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            17905 98A AVENUE NW EDMONTON, AB, T5T 3L3 Canada
                                            
                                            
                                            
                                        ",(780) 441-3970,$16.66 million
0,GUILD OF THE VICTORIA GENERAL HOSPITAL INC.,"GUILD OF THE VICTORIA GENERAL HOSPITAL INC. is located in WINNIPEG, MB, Canada and is part of the General Medical and Surgical Hospitals Industry. GUILD OF THE VICTORIA GENERAL HOSPITAL INC. has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.vgh.mb.ca
                                            ",     150,None,"
                                            GIFT SHOP, 2340 PEMBINA HIGHWAY WINNIPEG, MB, R3T 2E8 Canada
                                            
                                            
                                            
                                        ",(204) 477-3347,$16.66 million
0,FONDATION DU CENTRE DE SANTE DE LA MINGANIE,"FONDATION DU CENTRE DE SANTE DE LA MINGANIE is located in HAVRE-SAINT-PIERRE, QC, Canada and is part of the General Medical and Surgical Hospitals Industry. FONDATION DU CENTRE DE SANTE DE LA MINGANIE has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            1035, PROMENADE DES ANCIENS HAVRE-SAINT-PIERRE, QC, G0G 1P0 Canada
                                            
                                            
                                            
                                        ",(418) 538-2212,$16.66 million
0,AUXILIARY TO THE HANNA GENERAL HOSPITAL,"AUXILIARY TO THE HANNA GENERAL HOSPITAL is located in HANNA, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. AUXILIARY TO THE HANNA GENERAL HOSPITAL has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            P. O. BOX 23 HANNA, AB, T0J 1P0 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,WESTERN MEMORIAL HOSPITAL AUXILIARY,"WESTERN MEMORIAL HOSPITAL AUXILIARY is located in CORNER BROOK, NL, Canada and is part of the General Medical and Surgical Hospitals Industry. WESTERN MEMORIAL HOSPITAL AUXILIARY has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            39 TUDOR ST CORNER BROOK, NL, A2H 6R9 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,SUDBURY MEMORIAL HOSPITAL,"SUDBURY MEMORIAL HOSPITAL is located in SUDBURY, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. SUDBURY MEMORIAL HOSPITAL has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            41 RAMSAY LAKE ROAD SUDBURY, ON, P3E 5J1 Canada
                                            
                                            
                                            
                                        ",(705) 523-7133,$16.66 million
0,ASSOCIATION OF HEALTH SCIENCES ARCHIVES AND MUSEUMS OF NOVA SCOTIA,"ASSOCIATION OF HEALTH SCIENCES ARCHIVES AND MUSEUMS OF NOVA SCOTIA is located in HALIFAX, NS, Canada and is part of the General Medical and Surgical Hospitals Industry. ASSOCIATION OF HEALTH SCIENCES ARCHIVES AND MUSEUMS OF NOVA SCOTIA has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            2565 ROOSEVELT DR. HALIFAX, NS, B3L 3H9 Canada
                                            
                                            
                                            
                                        ",(902) 423-7688,$16.66 million
0,SAUGEEN MEMORIAL HOSPITAL AUXILIARY,"SAUGEEN MEMORIAL HOSPITAL AUXILIARY is located in SOUTHAMPTON, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. SAUGEEN MEMORIAL HOSPITAL AUXILIARY has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            331 MORPETH ST SOUTHAMPTON, ON, N0H 2L0 Canada
                                            
                                            
                                            
                                        ",(519) 797-1388,$16.66 million
0,CANADIAN FRIENDS OF BENE BERAQ HOSPITAL,"CANADIAN FRIENDS OF BENE BERAQ HOSPITAL is located in TORONTO, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. CANADIAN FRIENDS OF BENE BERAQ HOSPITAL has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            19 FRONTENAC AVE TORONTO, ON, M5M 1Z4 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,CANADIAN FRIENDS OF LANIADO HOSPITAL,"CANADIAN FRIENDS OF LANIADO HOSPITAL is located in MONTREAL, QC, Canada and is part of the General Medical and Surgical Hospitals Industry. CANADIAN FRIENDS OF LANIADO HOSPITAL has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.laniadocanada.com
                                            ",     150,None,"
                                            7077 PARK AVENUE, #600 MONTREAL, QC, H3N 1X7 Canada
                                            
                                            
                                            
                                        ",(514) 273-4044,$16.66 million
0,ST. MICHAEL'S HOSPITAL (TORONTO) RESEARCH INSTITUTE,"ST. MICHAEL'S HOSPITAL (TORONTO) RESEARCH INSTITUTE is located in TORONTO, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. ST. MICHAEL'S HOSPITAL (TORONTO) RESEARCH INSTITUTE has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.stmichaelshospitalresearch.ca
                                            ",     150,None,"
                                            120 ADELAIDE STREET WEST, SUITE 2150 TORONTO, ON, M5H 1T1 Canada
                                            
                                            
                                            
                                        ",(416) 360-7800,$16.66 million
0,THE MEMORIAL FUND FOR NOVA SCOTIA PHYSICIANS,"THE MEMORIAL FUND FOR NOVA SCOTIA PHYSICIANS is located in DARTMOUTH, NS, Canada and is part of the General Medical and Surgical Hospitals Industry. THE MEMORIAL FUND FOR NOVA SCOTIA PHYSICIANS has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.nshealth.ca
                                            ",     150,None,"
                                            25 SPECTACLE LAKE DR DARTMOUTH, NS, B3B 1X7 Canada
                                            
                                            
                                            
                                        ",(902) 481-4907,$16.66 million
0,SASKATCHEWAN HEALTH AUTHORITY,"SASKATCHEWAN HEALTH AUTHORITY is located in REGINA, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. SASKATCHEWAN HEALTH AUTHORITY has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.saskhealthauthority.ca
                                            ",     150,None,"
                                            1621 ALBERT ST SUITE 128 REGINA, SK, S4P 2S5 Canada
                                            
                                            
                                            
                                        ",(306) 463-6150,$16.66 million
0,STONY PLAIN AND DISTRICT HEALTH CENTRE AUXILIARY,"STONY PLAIN AND DISTRICT HEALTH CENTRE AUXILIARY is located in STONY PLAIN, AB, Canada and is part of the General Medical and Surgical Hospitals Industry. STONY PLAIN AND DISTRICT HEALTH CENTRE AUXILIARY has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.stonyplain.com
                                            ",     150,None,"
                                            4405 SOUTHPARK DRIVE STONY PLAIN, AB, T7Z 2M7 Canada
                                            
                                            
                                            
                                        ",(780) 968-3686,$16.66 million
0,AUXILIARY TO THE PENTICTON REGIONAL HOSPITAL SOCIETY,"AUXILIARY TO THE PENTICTON REGIONAL HOSPITAL SOCIETY is located in PENTICTON, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. AUXILIARY TO THE PENTICTON REGIONAL HOSPITAL SOCIETY has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.pentictonhospitalauxiliary.com
                                            ",     150,None,"
                                            550 CARMI AVE PENTICTON, BC, V2A 3G6 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,The Bayview hospital centre auxiliary,"The Bayview hospital centre auxiliary is located in POINTE-CLAIRE, QC, Canada and is part of the General Medical and Surgical Hospitals Industry. The Bayview hospital centre auxiliary has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            27 LAKESHORE POINTE-CLAIRE, QC, H9S 4H1 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,AUXILIARY TO CENTRE GREY GENERAL HOSPITAL,"AUXILIARY TO CENTRE GREY GENERAL HOSPITAL is located in MARKDALE, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. AUXILIARY TO CENTRE GREY GENERAL HOSPITAL has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            55 ISLA ST. MARKDALE, ON, N0C 1H0 Canada
                                            
                                            
                                            
                                        ",None,$16.66 million
0,EMMANUEL HOSPITAL ASSOCIATION (CANADA) INC,"EMMANUEL HOSPITAL ASSOCIATION (CANADA) INC is located in SASKATOON, SK, Canada and is part of the General Medical and Surgical Hospitals Industry. EMMANUEL HOSPITAL ASSOCIATION (CANADA) INC has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.ehacanada.org
                                            ",     150,None,"
                                            8-115 MEADOWS BLVD SASKATOON, SK, S7V 0E6 Canada
                                            
                                            
                                            
                                        ",(306) 954-0922,$16.66 million
0,FORT ST JOHN HOSPITAL AUXILIARY,"FORT ST JOHN HOSPITAL AUXILIARY is located in FORT ST. JOHN, BC, Canada and is part of the General Medical and Surgical Hospitals Industry. FORT ST JOHN HOSPITAL AUXILIARY has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Employees and Sales figures are modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,None,     150,None,"
                                            10912 96 ST FORT ST. JOHN, BC, V1J 3R7 Canada
                                            
                                            
                                            
                                        ",(250) 787-7522,$16.66 million
0,West Haldimand General Hospital,"West Haldimand General Hospital is located in Hagersville, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. West Haldimand General Hospital has      150 total employees across all of its locations and generates $16.66 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.whgh.ca
                                            ",     150,"
                                        
                                        
                                            Tom Thompson
                                        
                                        ","
                                            75 Parkview Rd Hagersville, ON, N0A 1H0 Canada
                                            
                                            
                                            
                                        ",(905) 768-3311,$16.66 million
