,name,description,services,website,employees,contact_person,address,telephone,revenue
0,Direct Action in Support of Community Homes Incorporated,"Direct Action in Support of Community Homes Incorporated is located in Winnipeg, MB, Canada and is part of the Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities Industry. Direct Action in Support of Community Homes Incorporated has      750 total employees across all of its locations and generates $48.21 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Residential Intellectual and Developmental Disability Mental Health and Substance Abuse Facilities                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Mentally handicapped home                                                                                                                           ,"
                                                    www.dasch.mb.ca
                                            ",     750,"
                                        
                                        
                                            Jack Mutter
                                        
                                        ","
                                            117 Victor Lewis Dr Unit 1 Winnipeg, MB, R3P 1J6 Canada
                                            
                                            
                                            
                                        ",(204) 987-1550,$48.21 million
0,PLASP Child Care Services,"PLASP Child Care Services is located in Mississauga, ON, Canada and is part of the Child Day Care Services Industry. PLASP Child Care Services has    1,501 total employees across all of its locations and generates $47.75 million in sales (USD).  There are       21 companies in the PLASP Child Care Services corporate family.",                                                                                                                                       Child Day Care Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Child day care services                                                                                                                           ,"
                                                    www.plasp.com
                                            ","   1,501","
                                        
                                        
                                            Lynn Hiebert
                                        
                                        ","
                                            60 Courtneypark Dr W Unit 5 Mississauga, ON, L5W 0B3 Canada
                                            
                                            ",(905) 890-1711,$47.75 million
0,AiMHi-Prince George Association for Community Living,"AiMHi-Prince George Association for Community Living is located in Prince George, BC, Canada and is part of the Outpatient Care Centers Industry. AiMHi-Prince George Association for Community Living has      250 total employees across all of its locations and generates $47.55 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Outpatient Care Centers                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Health maintenance organization                                                                                                                           ,"
                                                    www.aimhi.ca
                                            ",     250,"
                                        
                                        
                                            Guy Tremblay
                                        
                                        ","
                                            950 Kerry St Prince George, BC, V2M 5A3 Canada
                                            
                                            
                                            
                                        ",(250) 564-6408,$47.55 million
0,Alexandra Community Health Centre,"Alexandra Community Health Centre is located in Calgary, AB, Canada and is part of the Offices of Physicians Industry. Alexandra Community Health Centre has      250 total employees across all of its locations and generates $47.55 million in sales (USD). (Sales figure is modelled). There are        5 companies in the Alexandra Community Health Centre corporate family.",                                                                                                                                       Offices of Physicians                                                                                                                                                                                                                                                                                                                                                            Civic and Social Organizations                                                                                                                                                                                                                                                                                                                                                            Ambulatory Health Care Services                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General and family practice physician/surgeon                                                                                                                           ,"
                                                    www.thealex.ca
                                            ",     250,"
                                        
                                            <span class=""company_profile_overview_underline_links"">
                                                <a href=""/contact-directory/contact-profile.jennifer_eyford.68d82b04a96c4e000beff1573ce6008c.html"">Jennifer Eyford</a>
                                            </span>
                                        
                                        
                                        ","
                                            2840 2 Ave SE Unit 101 Calgary, AB, T2A 7X9 Canada
                                            
                                            ",(403) 266-2622,$47.55 million
0,Corporation Du Centre Hospitalier Pierre-Janet,"Corporation Du Centre Hospitalier Pierre-Janet is located in Gatineau, QC, Canada and is part of the General Medical and Surgical Hospitals Industry. Corporation Du Centre Hospitalier Pierre-Janet has      425 total employees across all of its locations and generates $47.21 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Corporation Du Centre Hospitalier Pierre-Janet corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.chpj.ca
                                            ",     425,"
                                        
                                        
                                            Cathérine Barrette
                                        
                                        ","
                                            20 rue Pharand Gatineau, QC, J9A 1K7 Canada
                                            
                                            ",(819) 771-7761,$47.21 million
0,Prince County Hospital,"Prince County Hospital is located in Summerside, PE, Canada and is part of the General Medical and Surgical Hospitals Industry. Prince County Hospital has      425 total employees across all of its locations and generates $47.21 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.pchcare.com
                                            ",     425,"
                                        
                                        
                                            Arlene Gallant
                                        
                                        ","
                                            65 Roy Boates Ave Summerside, PE, C1N 6M8 Canada
                                            
                                            
                                            
                                        ",(902) 438-4200,$47.21 million
0,Autisme Québec,"Autisme Québec is located in Québec, QC, Canada and is part of the Other Financial Investment Activities Industry. Autisme Québec has       50 total employees across all of its locations and generates $46.96 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Other Financial Investment Activities                                                                                                                                                                                                                                                                                                                                                            Residential Intellectual and Developmental Disability Mental Health and Substance Abuse Facilities                                                                                                                                                                                                                                                                                                                                                            Business Professional Labor Political and Similar Organizations                                                                                                                                                                                                                                                                                                                                                        Royalty owners protective associations                                                                                                                                                                                                                                                              Home for the mentally handicapped with health care                                                                                                                           ,"
                                                    www.autismequebec.org
                                            ",      50,"
                                        
                                        
                                            Lapointe Marie-Josee
                                        
                                        ","
                                            1055 boul des Chutes Québec, QC, G1E 2E9 Canada
                                            
                                            
                                            
                                        ",(418) 624-7432,$46.96 million
0,Parkland Community Living and Supports Society,"Parkland Community Living and Supports Society is located in Red Deer, AB, Canada and is part of the Individual and Family Services Industry. Parkland Community Living and Supports Society has      600 total employees across all of its locations and generates $46.08 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Association for the handicapped                                                                                                                           ,"
                                                    www.parklandclass.org
                                            ",     600,"
                                        
                                        
                                            Daniel (Dan) Verstraete
                                        
                                        ","
                                            6010 45 Ave Red Deer, AB, T4N 3M4 Canada
                                            
                                            
                                            
                                        ",(403) 347-3333,$46.08 million
0,Immediate Response Force Inc,"Immediate Response Force Inc is located in Toronto, ON, Canada and is part of the Management, Scientific, and Technical Consulting Services Industry. Immediate Response Force Inc has      178 total employees across all of its locations and generates $45.12 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Management Scientific and Technical Consulting Services                                                                                                                                                                                                                                                                                                                                                            Community Food and Housing and Emergency and Other Relief Services                                                                                                                                                                                                                                                                                                                                                            Professional Scientific and Technical Services                                                                                                                                                                                                                                                                                                                                                        Safety training service                                                                                                                                                                                                                                                              First aid service                                                                                                                           ,"
                                                    www.irfi.ca
                                            ",     178,"
                                        
                                        
                                            Muhammad Ashar
                                        
                                        ","
                                            1127 Broadview Ave Unit B Toronto, ON, M4K 2S6 Canada
                                            
                                            
                                            
                                        ",(647) 987-0002,$45.12 million
0,Hôpital Marie-Clarac des Soeurs de Charité de Ste-Marie (1995) Inc,"Hôpital Marie-Clarac des Soeurs de Charité de Ste-Marie (1995) Inc is located in Montréal-Nord, QC, Canada and is part of the Specialty (except Psychiatric and Substance Abuse) Hospitals Industry. Hôpital Marie-Clarac des Soeurs de Charité de Ste-Marie (1995) Inc has      300 total employees across all of its locations and generates $45.05 million in sales (USD). (Sales figure is modelled). There are        4 companies in the Hôpital Marie-Clarac",                                                                                                                                       Specialty (except Psychiatric and Substance Abuse) Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Specialty hospitals except psychiatric                                                                                                                           ,"
                                                    www.hopitalmarie-clarac.qc.ca
                                            ",     300,"
                                        
                                        
                                            Martine Côté
                                        
                                        ","
                                            3530 boul Gouin E Montréal-Nord, QC, H1H 1B7 Canada
                                            
                                            ",(514) 321-8800,$45.05 million
0,Comité des Auxiliaires Bénévoles du Centre de Santé et de Services Sociaux des Basques,"Comité des Auxiliaires Bénévoles du Centre de Santé et de Services Sociaux des Basques is located in Trois-Pistoles, QC, Canada and is part of the General Medical and Surgical Hospitals Industry. Comité des Auxiliaires Bénévoles du Centre de Santé et de Services Sociaux des Basques has      300 total employees across all of its locations and generates $45.05 million in sales (USD). (Sales figure is modelled). There are        2 companies in the Comité",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.csssbasques.qc.ca
                                            ",     300,"
                                        
                                        
                                            Mélissa Picard
                                        
                                        ","
                                            550 rue Notre-Dame E RR 1 Trois-Pistoles, QC, G0L 4K0 Canada
                                            
                                            ",(418) 851-1078,$45.05 million
0,Northwoodcare Incorporated,"Northwoodcare Incorporated is located in Halifax, NS, Canada and is part of the Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Industry. Northwoodcare Incorporated has      700 total employees across all of its locations and generates $45.00 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly                                                                                                                                                                                                                                                                                                                                                            Nursing and Residential Care Facilities                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Aged home                                                                                                                           ,"
                                                    www.northwood.care
                                            ",     700,"
                                        
                                        
                                            Rick Kelly
                                        
                                        ","
                                            2615 Northwood Terr Halifax, NS, B3K 3S5 Canada
                                            
                                            
                                            
                                        ",(902) 454-8311,$45.00 million
0,Windsor-Essex Children's Aid Society,"Windsor-Essex Children's Aid Society is located in Windsor, ON, Canada and is part of the Individual and Family Services Industry. Windsor-Essex Children's Aid Society has      376 total employees across all of its locations and generates $44.93 million in sales (USD).  There are        4 companies in the Windsor-Essex Children's Aid Society corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Childrens' aid society                                                                                                                           ,"
                                                    www.wecas.on.ca
                                            ",     376,"
                                        
                                        
                                            William Bevan
                                        
                                        ","
                                            1671 Riverside Dr E Windsor, ON, N8Y 5B5 Canada
                                            
                                            ",(519) 252-1171,$44.93 million
0,South Bruce Grey Health Centre,"South Bruce Grey Health Centre is located in Walkerton, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. South Bruce Grey Health Centre has      404 total employees across all of its locations and generates $44.88 million in sales (USD). (Sales figure is modelled). There are        4 companies in the South Bruce Grey Health Centre corporate family.",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.sbghc.on.ca
                                            ",     404,"
                                        
                                        
                                            Paul Rosebush
                                        
                                        ","
                                            21 McGivern St Walkerton, ON, N0G 2V0 Canada
                                            
                                            ",(519) 881-1220,$44.88 million
0,Riverview Health Centre Inc,"Riverview Health Centre Inc is located in Winnipeg, MB, Canada and is part of the Nursing Care Facilities (Skilled Nursing Facilities) Industry. Riverview Health Centre Inc has      850 total employees across all of its locations and generates $44.72 million in sales (USD).  ",                                                                                                                                       Nursing Care Facilities (Skilled Nursing Facilities)                                                                                                                                                                                                                                                                                                                                                            Specialty (except Psychiatric and Substance Abuse) Hospitals                                                                                                                                                                                                                                                                                                                                                            Residential Intellectual and Developmental Disability Mental Health and Substance Abuse Facilities                                                                                                                                                                                                                                                                                                                                                        Extended care facility                                                                                                                                                                                                                                                              Geriatric hospital                                                                                                                           ,"
                                                    www.rhc.mb.ca
                                            ",     850,"
                                        
                                        
                                            Norman R Kasian
                                        
                                        ","
                                            1 Morley Ave Winnipeg, MB, R3L 2P4 Canada
                                            
                                            
                                            
                                        ",(204) 478-6203,$44.72 million
0,Family Services of Greater Vancouver,"Family Services of Greater Vancouver is located in Vancouver, BC, Canada and is part of the Individual and Family Services Industry. Family Services of Greater Vancouver has      580 total employees across all of its locations and generates $44.54 million in sales (USD). (Sales figure is modelled). There are       12 companies in the Family Services of Greater Vancouver corporate family.",                                                                                                                                       Individual and Family Services                                                                                                                                                                                                                                                                                                                                                            Social Assistance                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General counseling services                                                                                                                                                                                                                                                              Adoption services                                                                                                                           ,"
                                                    www.fsgv.ca
                                            ",     580,"
                                        
                                        
                                            Terri Nicholas
                                        
                                        ","
                                            1638 Broadway E Suite 201 Vancouver, BC, V5N 1W1 Canada
                                            
                                            ",(604) 731-4951,$44.54 million
0,Religious Hospitallers Of St. Joseph of the Hotel Dieu of St. Catherines,"Religious Hospitallers Of St. Joseph of the Hotel Dieu of St. Catherines is located in St Catharines, ON, Canada and is part of the Specialty (except Psychiatric and Substance Abuse) Hospitals Industry. Religious Hospitallers Of St. Joseph of the Hotel Dieu of St. Catherines has      400 total employees across all of its locations and generates $44.43 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       Specialty (except Psychiatric and Substance Abuse) Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        Specialty hospitals except psychiatric                                                                                                                           ,"
                                                    www.hoteldieushaver.org
                                            ",     400,"
                                        
                                        
                                            Jane Rufrano
                                        
                                        ","
                                            541 Glenridge Ave St Catharines, ON, L2T 4C2 Canada
                                            
                                            
                                            
                                        ",(905) 685-1381,$44.43 million
0,Strathroy Middlesex General Hospital,"Strathroy Middlesex General Hospital is located in Strathroy, ON, Canada and is part of the General Medical and Surgical Hospitals Industry. Strathroy Middlesex General Hospital has      400 total employees across all of its locations and generates $44.43 million in sales (USD). (Sales figure is modelled). ",                                                                                                                                       General Medical and Surgical Hospitals                                                                                                                                                                                                                                                                                                                                                            Hospitals                                                                                                                                                                                                                                                                                                                                                            Health Care and Social Assistance                                                                                                                                                                                                                                                                                                                                                        General medical and surgical hospitals                                                                                                                           ,"
                                                    www.mhalliance.on.ca
                                            ",     400,"
                                        
                                        
                                            Todd Stepanuik
                                        
                                        ","
                                            395 Carrie St Strathroy, ON, N7G 3C9 Canada
                                            
                                            
                                            
                                        ",(519) 245-1550,$44.43 million
